iso,country,age_sex_group,expat_pop,total_pop
438,Liechtenstein,male_age9,1000,1000
144,Sri Lanka,male_age9,1400,62000
430,Liberia,male_age9,1000,5300
426,Lesotho,male_age9,1000,1400
440,Lithuania,male_age9,1000,34000
442,Luxembourg,male_age9,2000,7600
428,Latvia,male_age9,1000,17000
434,Libya,male_age9,4300,41000
504,Morocco,male_age9,5800,170000
492,Monaco,male_age9,1000,1000
498,Moldova,male_age9,1000,23000
499,Montenegro,male_age9,1000,5800
663,Saint Martin,male_age9,1000,1000
450,Madagascar,male_age9,1000,15000
584,Marshall Islands,male_age9,1000,1000
807,Macedonia,male_age9,1200,24000
466,Mali,male_age9,1300,13000
104,Myanmar,male_age9,2600,120000
496,Mongolia,male_age9,1000,22000
446,Macau,male_age9,1100,4600
580,Northern Mariana Islands,male_age9,1000,1000
474,Martinique,male_age9,1000,5700
478,Mauritania,male_age9,1000,3800
500,Montserrat,male_age9,1000,1000
470,Malta,male_age9,1000,9100
480,Mauritius,male_age9,1000,15000
462,Maldives,male_age9,1000,2400
454,Malawi,male_age9,1000,2900
484,Mexico,male_age9,25000,960000
458,Malaysia,male_age9,6600,350000
508,Mozambique,male_age9,1000,10000
516,Namibia,male_age9,1000,5400
540,New Caledonia,male_age9,1000,2900
562,Niger,male_age9,1000,4300
566,Nigeria,male_age9,18000,270000
558,Nicaragua,male_age9,1100,23000
528,Netherlands,male_age9,19000,270000
578,Norway,male_age9,6300,110000
524,Nepal,male_age9,3100,65000
520,Nauru,male_age9,1000,1000
554,New Zealand,male_age9,12000,72000
512,Oman,male_age9,5800,9900
591,Panama,male_age9,3100,28000
604,Peru,male_age9,7700,310000
258,French Polynesia,male_age9,1000,3100
598,Papua New Guinea,male_age9,1000,4600
608,Philippines,male_age9,11000,550000
586,Pakistan,male_age9,6600,210000
616,Poland,male_age9,3300,280000
630,Puerto Rico,male_age9,4800,51000
275,Palestine,male_age9,3100,23000
620,Portugal,male_age9,12000,170000
585,Palau,male_age9,1000,1000
600,Paraguay,male_age9,2700,43000
634,Qatar,male_age9,11000,15000
638,Réunion,male_age9,1600,8600
642,Romania,male_age9,2700,220000
688,Serbia,male_age9,9200,66000
643,Russia,male_age9,37000,350000
646,Rwanda,male_age9,1000,2100
682,Saudi Arabia,male_age9,20000,110000
90,Solomon Islands,male_age9,1000,1000
690,Seychelles,male_age9,1000,1000
752,Sweden,male_age9,16000,180000
702,Singapore,male_age9,18000,89000
705,Slovenia,male_age9,2700,22000
703,Slovakia,male_age9,1300,44000
694,Sierra Leone,male_age9,1000,5100
674,San Marino,male_age9,1000,1000
686,Senegal,male_age9,1900,27000
706,Somalia,male_age9,1200,9500
740,Suriname,male_age9,1000,4900
728,South Sudan,male_age9,1000,1900
678,Sao Tome and Principe,male_age9,1000,1000
222,El Salvador,male_age9,1700,38000
534,Sint Maarten,male_age9,1000,1000
748,Swaziland,male_age9,1000,1100
796,Turks and Caicos Islands,male_age9,1000,1000
148,Chad,male_age9,1000,2300
768,Togo,male_age9,1000,4900
764,Thailand,male_age9,14000,580000
762,Tajikistan,male_age9,1000,5000
626,Timor-Leste,male_age9,1000,1000
795,Turkmenistan,male_age9,1000,1000
788,Tunisia,male_age9,3600,93000
776,Tonga,male_age9,1000,1000
792,Turkey,male_age9,30000,940000
780,Trinidad and Tobago,male_age9,1100,13000
798,Tuvalu,male_age9,1000,1000
158,Taiwan,male_age9,7900,400000
834,Tanzania,male_age9,1400,25000
804,Ukraine,male_age9,10000,280000
800,Uganda,male_age9,1200,8600
840,United States,male_age9,600000,5300000
858,Uruguay,male_age9,2100,53000
860,Uzbekistan,male_age9,1000,19000
670,Saint Vincent and the Grenadines,male_age9,1000,1000
862,Venezuela,male_age9,8200,130000
92,British Virgin Islands,male_age9,1000,1000
850,US Virgin Islands,male_age9,1000,1000
704,Vietnam,male_age9,5300,730000
548,Vanuatu,male_age9,1000,1000
876,Wallis and Futuna,male_age9,1000,1000
882,Samoa,male_age9,1000,1000
983,Kosovo,male_age9,1000,16000
887,Yemen,male_age9,1000,13000
175,Mayotte,male_age9,1000,1000
710,South Africa,male_age9,11000,150000
894,Zambia,male_age9,1000,11000
716,Zimbabwe,male_age9,1000,6500
20,Andorra,male_age10,1000,1400
784,United Arab Emirates,male_age10,53000,77000
4,Afghanistan,male_age10,4200,100000
28,Antigua,male_age10,1000,1300
660,Anguilla,male_age10,1000,1000
8,Albania,male_age10,1300,46000
51,Armenia,male_age10,1800,32000
24,Angola,male_age10,14000,96000
32,Argentina,male_age10,45000,850000
16,American Samoa,male_age10,1000,1000
40,Austria,male_age10,15000,110000
36,Australia,male_age10,130000,720000
533,Aruba,male_age10,1000,3700
31,Azerbaijan,male_age10,2800,44000
70,Bosnia and Herzegovina,male_age10,3200,43000
52,Barbados,male_age10,1000,5700
50,Bangladesh,male_age10,11000,350000
56,Belgium,male_age10,1200,340000
854,Burkina Faso,male_age10,2200,35000
100,Bulgaria,male_age10,1000,120000
48,Bahrain,male_age10,1400,12000
108,Burundi,male_age10,1800,12000
204,Benin,male_age10,1000,23000
652,Saint Barthélemy,male_age10,2200,1000
60,Bermuda,male_age10,65000,1600
96,Brunei,male_age10,17000,6200
68,Bolivia,male_age10,5000,120000
535,"Bonaire, Sint Eustatius and Saba",male_age10,2200,1000
76,Brazil,male_age10,1400,2500000
44,The Bahamas,male_age10,1900,4500
64,Bhutan,male_age10,55000,6100
72,Botswana,male_age10,3400,39000
112,Belarus,male_age10,30000,22000
84,Belize,male_age10,9000,3500
124,Canada,male_age10,13000,1100000
180,Democratic Republic of the Congo,male_age10,1000,210000
140,Central African Republic,male_age10,23000,2600
178,Republic of the Congo,male_age10,8300,34000
756,Switzerland,male_age10,5100,140000
384,Côte d'Ivoire,male_age10,17000,100000
184,Cook Islands,male_age10,1000,1000
152,Chile,male_age10,1100,350000
120,Cameroon,male_age10,42000,81000
156,China,male_age10,16000,8500
170,Colombia,male_age10,8200,660000
188,Costa Rica,male_age10,9100,83000
132,Cape Verde,male_age10,4800,5100
531,Curaçao,male_age10,22000,5400
196,Cyprus,male_age10,1000,32000
203,Czech Republic,male_age10,4000,160000
276,Germany,male_age10,18000,970000
262,Djibouti,male_age10,2700,3500
208,Denmark,male_age10,4700,230000
212,Dominica,male_age10,14000,1000
214,Dominican Republic,male_age10,41000,110000
12,Algeria,male_age10,3400,330000
218,Ecuador,male_age10,23000,210000
233,Estonia,male_age10,1000,17000
818,Egypt,male_age10,1000,680000
724,Spain,male_age10,27000,990000
231,Ethiopia,male_age10,27000,120000
246,Finland,male_age10,2900,140000
242,Fiji,male_age10,2800,8300
238,Falkland Islands,male_age10,1700,1000
583,Federated States of Micronesia,male_age10,1000,1000
234,Faroe Islands,male_age10,7100,2400
250,France,male_age10,5700,1500000
266,Gabon,male_age10,1000,19000
826,United Kingdom,male_age10,1600,1900000
308,Grenada,male_age10,1000,1400
268,Georgia,male_age10,4900,52000
254,French Guiana,male_age10,1000,2400
831,Guernsey,male_age10,1300,2100
288,Ghana,male_age10,1000,190000
292,Gibraltar,male_age10,1000,1500
304,Greenland,male_age10,2800,1200
270,The Gambia,male_age10,42000,8100
324,Guinea,male_age10,1000,16000
312,Guadeloupe,male_age10,1800,7600
226,Equatorial Guinea,male_age10,1000,2100
300,Greece,male_age10,11000,210000
320,Guatemala,male_age10,1000,110000
316,Guam,male_age10,48000,4200
624,Guinea-Bissau,male_age10,2000,3700
328,Guyana,male_age10,1000,7800
344,Hong Kong,male_age10,16000,180000
340,Honduras,male_age10,6000,62000
191,Croatia,male_age10,15000,61000
332,Haiti,male_age10,6100,41000
348,Hungary,male_age10,1000000,240000
360,Indonesia,male_age10,4200,2500000
372,Ireland,male_age10,1200,94000
376,Israel,male_age10,1000,220000
833,Isle Of Man,male_age10,16000,3400
356,India,male_age10,1000,3900000
368,Iraq,male_age10,1000,250000
352,Iceland,male_age10,8500,16000
380,Italy,male_age10,1000,1800000
832,Jersey,male_age10,1000,3100
388,Jamaica,male_age10,1000,18000
400,Jordan,male_age10,1100,82000
392,Japan,male_age10,3900,940000
404,Kenya,male_age10,1000,300000
417,Kyrgyzstan,male_age10,86000,18000
116,Cambodia,male_age10,5900,73000
296,Kiribati,male_age10,3100,1000
174,Comoros,male_age10,1000,3300
659,Saint Kitts and Nevis,male_age10,1000,1000
410,South Korea,male_age10,10000,230000
414,Kuwait,male_age10,18000,30000
136,Cayman Islands,male_age10,1000,1000
398,Kazakhstan,male_age10,3000,66000
418,Laos,male_age10,2400,30000
422,Lebanon,male_age10,8800,70000
662,St. Lucia,male_age10,1000,1800
438,Liechtenstein,male_age10,1000,1000
144,Sri Lanka,male_age10,2400,90000
430,Liberia,male_age10,1400,13000
426,Lesotho,male_age10,1700,18000
440,Lithuania,male_age10,1100,40000
442,Luxembourg,male_age10,2600,11000
428,Latvia,male_age10,1000,20000
434,Libya,male_age10,15000,73000
504,Morocco,male_age10,20000,340000
492,Monaco,male_age10,1000,1000
498,Moldova,male_age10,1300,24000
499,Montenegro,male_age10,1500,8500
663,Saint Martin,male_age10,1000,1000
450,Madagascar,male_age10,2300,65000
584,Marshall Islands,male_age10,1000,1000
807,Macedonia,male_age10,1800,30000
466,Mali,male_age10,4700,35000
104,Myanmar,male_age10,8900,260000
496,Mongolia,male_age10,1000,29000
446,Macau,male_age10,1800,7500
580,Northern Mariana Islands,male_age10,1000,1000
474,Martinique,male_age10,1200,8100
478,Mauritania,male_age10,2200,14000
500,Montserrat,male_age10,1000,1000
470,Malta,male_age10,1400,18000
480,Mauritius,male_age10,1800,19000
462,Maldives,male_age10,1000,3300
454,Malawi,male_age10,2200,30000
484,Mexico,male_age10,65000,1500000
458,Malaysia,male_age10,17000,440000
508,Mozambique,male_age10,5000,60000
516,Namibia,male_age10,2200,24000
540,New Caledonia,male_age10,1400,4900
562,Niger,male_age10,1900,10000
566,Nigeria,male_age10,55000,1100000
558,Nicaragua,male_age10,3400,61000
528,Netherlands,male_age10,30000,540000
578,Norway,male_age10,9000,220000
524,Nepal,male_age10,13000,300000
520,Nauru,male_age10,1000,1000
554,New Zealand,male_age10,23000,140000
512,Oman,male_age10,8300,16000
591,Panama,male_age10,5100,41000
604,Peru,male_age10,17000,490000
258,French Polynesia,male_age10,1000,4300
598,Papua New Guinea,male_age10,1100,19000
608,Philippines,male_age10,42000,1000000
586,Pakistan,male_age10,16000,410000
616,Poland,male_age10,8200,450000
630,Puerto Rico,male_age10,9100,92000
275,Palestine,male_age10,4800,33000
620,Portugal,male_age10,22000,300000
585,Palau,male_age10,1000,1000
600,Paraguay,male_age10,4000,58000
634,Qatar,male_age10,18000,25000
638,Réunion,male_age10,2700,12000
642,Romania,male_age10,4700,300000
688,Serbia,male_age10,14000,99000
643,Russia,male_age10,41000,410000
646,Rwanda,male_age10,3400,21000
682,Saudi Arabia,male_age10,23000,210000
90,Solomon Islands,male_age10,1000,1800
690,Seychelles,male_age10,1000,1000
752,Sweden,male_age10,27000,430000
702,Singapore,male_age10,27000,130000
705,Slovenia,male_age10,2900,35000
703,Slovakia,male_age10,2800,71000
694,Sierra Leone,male_age10,1700,23000
674,San Marino,male_age10,1000,1000
686,Senegal,male_age10,7100,77000
706,Somalia,male_age10,5700,32000
740,Suriname,male_age10,1000,6300
728,South Sudan,male_age10,1600,5700
678,Sao Tome and Principe,male_age10,1000,1100
222,El Salvador,male_age10,4900,76000
534,Sint Maarten,male_age10,1000,1200
748,Swaziland,male_age10,1300,9600
796,Turks and Caicos Islands,male_age10,1000,1000
148,Chad,male_age10,1000,6800
768,Togo,male_age10,2800,14000
764,Thailand,male_age10,42000,1000000
762,Tajikistan,male_age10,1000,7000
626,Timor-Leste,male_age10,1800,5900
795,Turkmenistan,male_age10,1000,1000
788,Tunisia,male_age10,11000,180000
776,Tonga,male_age10,1000,1200
792,Turkey,male_age10,48000,1200000
780,Trinidad and Tobago,male_age10,2000,20000
798,Tuvalu,male_age10,1000,1000
158,Taiwan,male_age10,16000,550000
834,Tanzania,male_age10,6000,96000
804,Ukraine,male_age10,15000,300000
800,Uganda,male_age10,6100,52000
840,United States,male_age10,1000000,10000000
858,Uruguay,male_age10,4200,86000
860,Uzbekistan,male_age10,1200,28000
670,Saint Vincent and the Grenadines,male_age10,1000,1400
862,Venezuela,male_age10,16000,230000
92,British Virgin Islands,male_age10,1000,1000
850,US Virgin Islands,male_age10,1000,1100
704,Vietnam,male_age10,8500,780000
548,Vanuatu,male_age10,1000,1500
876,Wallis and Futuna,male_age10,1000,1000
882,Samoa,male_age10,1000,2200
983,Kosovo,male_age10,1100,19000
887,Yemen,male_age10,3900,43000
175,Mayotte,male_age10,1000,1200
710,South Africa,male_age10,86000,670000
894,Zambia,male_age10,5900,100000
716,Zimbabwe,male_age10,3100,51000
20,Andorra,female_age0,1000,1400
784,United Arab Emirates,female_age0,39000,120000
4,Afghanistan,female_age0,5700,110000
28,Antigua,female_age0,1000,2300
660,Anguilla,female_age0,1000,1000
8,Albania,female_age0,1000,42000
51,Armenia,female_age0,2800,78000
24,Angola,female_age0,8800,170000
32,Argentina,female_age0,40000,1200000
16,American Samoa,female_age0,1000,3000
40,Austria,female_age0,4800,220000
36,Australia,female_age0,21000,640000
533,Aruba,female_age0,1000,2900
31,Azerbaijan,female_age0,1900,120000
70,Bosnia and Herzegovina,female_age0,1500,55000
52,Barbados,female_age0,1000,5700
50,Bangladesh,female_age0,55000,3600000
56,Belgium,female_age0,7100,380000
854,Burkina Faso,female_age0,4400,67000
100,Bulgaria,female_age0,1300,150000
48,Bahrain,female_age0,5700,28000
108,Burundi,female_age0,2600,38000
204,Benin,female_age0,15000,100000
652,Saint Barthélemy,female_age0,1000,1000
60,Bermuda,female_age0,1000,1000
96,Brunei,female_age0,1300,13000
68,Bolivia,female_age0,44000,660000
535,"Bonaire, Sint Eustatius and Saba",female_age0,1000,1000
76,Brazil,female_age0,63000,6700000
44,The Bahamas,female_age0,1000,8800
64,Bhutan,female_age0,1700,51000
72,Botswana,female_age0,3600,68000
112,Belarus,female_age0,8000,200000
84,Belize,female_age0,1000,18000
124,Canada,female_age0,27000,600000
180,Democratic Republic of the Congo,female_age0,9200,210000
140,Central African Republic,female_age0,1000,5100
178,Republic of the Congo,female_age0,3800,50000
756,Switzerland,female_age0,4100,210000
384,Côte d'Ivoire,female_age0,19000,260000
184,Cook Islands,female_age0,1000,1000
152,Chile,female_age0,28000,430000
120,Cameroon,female_age0,8800,210000
156,China,female_age0,10000,130000
170,Colombia,female_age0,110000,2000000
188,Costa Rica,female_age0,11000,170000
132,Cape Verde,female_age0,1700,19000
531,Curaçao,female_age0,1000,3300
196,Cyprus,female_age0,1800,34000
203,Czech Republic,female_age0,2800,320000
276,Germany,female_age0,20000,1900000
262,Djibouti,female_age0,2200,20000
208,Denmark,female_age0,2600,220000
212,Dominica,female_age0,1000,1500
214,Dominican Republic,female_age0,20000,380000
12,Algeria,female_age0,84000,1600000
218,Ecuador,female_age0,38000,950000
233,Estonia,female_age0,1000,41000
818,Egypt,female_age0,56000,3100000
724,Spain,female_age0,22000,1100000
231,Ethiopia,female_age0,11000,120000
246,Finland,female_age0,1100,200000
242,Fiji,female_age0,2100,37000
238,Falkland Islands,female_age0,1000,1000
583,Federated States of Micronesia,female_age0,1000,4400
234,Faroe Islands,female_age0,1000,1600
250,France,female_age0,22000,2000000
266,Gabon,female_age0,3900,55000
826,United Kingdom,female_age0,25000,2300000
308,Grenada,female_age0,1000,2900
268,Georgia,female_age0,2900,130000
254,French Guiana,female_age0,1000,11000
831,Guernsey,female_age0,1000,1800
288,Ghana,female_age0,25000,440000
292,Gibraltar,female_age0,1000,1000
304,Greenland,female_age0,1000,2200
270,The Gambia,female_age0,3000,13000
324,Guinea,female_age0,5200,99000
312,Guadeloupe,female_age0,1000,12000
226,Equatorial Guinea,female_age0,1000,4600
300,Greece,female_age0,3600,220000
320,Guatemala,female_age0,25000,770000
316,Guam,female_age0,1000,5500
624,Guinea-Bissau,female_age0,1400,11000
328,Guyana,female_age0,1800,31000
344,Hong Kong,female_age0,9700,100000
340,Honduras,female_age0,10000,340000
191,Croatia,female_age0,1000,90000
332,Haiti,female_age0,4100,130000
348,Hungary,female_age0,1500,230000
360,Indonesia,female_age0,350000,15000000
372,Ireland,female_age0,2500,170000
376,Israel,female_age0,13000,190000
833,Isle Of Man,female_age0,1000,2900
356,India,female_age0,150000,13000000
368,Iraq,female_age0,32000,1000000
352,Iceland,female_age0,1000,13000
380,Italy,female_age0,18000,1300000
832,Jersey,female_age0,1000,3200
388,Jamaica,female_age0,2400,62000
400,Jordan,female_age0,37000,360000
392,Japan,female_age0,13000,2600000
404,Kenya,female_age0,26000,460000
417,Kyrgyzstan,female_age0,4300,220000
116,Cambodia,female_age0,20000,800000
296,Kiribati,female_age0,1000,5300
174,Comoros,female_age0,1000,13000
659,Saint Kitts and Nevis,female_age0,1000,1300
410,South Korea,female_age0,8100,1200000
414,Kuwait,female_age0,16000,66000
136,Cayman Islands,female_age0,1000,1000
398,Kazakhstan,female_age0,11000,640000
418,Laos,female_age0,14000,340000
422,Lebanon,female_age0,28000,190000
662,St. Lucia,female_age0,1000,3700
438,Liechtenstein,female_age0,1000,1000
144,Sri Lanka,female_age0,3000,240000
430,Liberia,female_age0,2500,35000
426,Lesotho,female_age0,3700,46000
440,Lithuania,female_age0,1000,74000
442,Luxembourg,female_age0,1100,16000
428,Latvia,female_age0,1000,56000
434,Libya,female_age0,19000,330000
504,Morocco,female_age0,58000,1600000
492,Monaco,female_age0,1000,1000
498,Moldova,female_age0,2600,91000
499,Montenegro,female_age0,1000,11000
663,Saint Martin,female_age0,1000,1000
450,Madagascar,female_age0,4900,280000
584,Marshall Islands,female_age0,1000,1900
807,Macedonia,female_age0,1000,29000
466,Mali,female_age0,6800,67000
104,Myanmar,female_age0,46000,2000000
496,Mongolia,female_age0,4400,150000
446,Macau,female_age0,1100,8200
580,Northern Mariana Islands,female_age0,1000,1600
474,Martinique,female_age0,1000,11000
478,Mauritania,female_age0,4900,61000
500,Montserrat,female_age0,1000,1000
470,Malta,female_age0,1000,13000
480,Mauritius,female_age0,1400,40000
462,Maldives,female_age0,1300,12000
454,Malawi,female_age0,1400,33000
484,Mexico,female_age0,160000,5400000
458,Malaysia,female_age0,34000,1000000
508,Mozambique,female_age0,14000,260000
516,Namibia,female_age0,1200,28000
540,New Caledonia,female_age0,1000,8500
562,Niger,female_age0,2100,16000
566,Nigeria,female_age0,86000,1900000
558,Nicaragua,female_age0,10000,280000
528,Netherlands,female_age0,5500,480000
578,Norway,female_age0,3100,210000
524,Nepal,female_age0,21000,680000
520,Nauru,female_age0,1000,1000
554,New Zealand,female_age0,6700,140000
512,Oman,female_age0,12000,63000
591,Panama,female_age0,7800,130000
604,Peru,female_age0,69000,1600000
258,French Polynesia,female_age0,1000,11000
598,Papua New Guinea,female_age0,2000,77000
608,Philippines,female_age0,520000,7000000
586,Pakistan,female_age0,42000,1500000
616,Poland,female_age0,7400,1400000
630,Puerto Rico,female_age0,1300,46000
275,Palestine,female_age0,28000,220000
620,Portugal,female_age0,3900,240000
585,Palau,female_age0,1000,1000
600,Paraguay,female_age0,11000,260000
634,Qatar,female_age0,14000,37000
638,Réunion,female_age0,1200,31000
642,Romania,female_age0,3000,500000
688,Serbia,female_age0,3700,100000
643,Russia,female_age0,73000,2900000
646,Rwanda,female_age0,4200,64000
682,Saudi Arabia,female_age0,31000,610000
90,Solomon Islands,female_age0,1000,13000
690,Seychelles,female_age0,1000,3400
752,Sweden,female_age0,6800,390000
702,Singapore,female_age0,12000,73000
705,Slovenia,female_age0,1000,47000
703,Slovakia,female_age0,1100,130000
694,Sierra Leone,female_age0,2400,51000
674,San Marino,female_age0,1000,1000
686,Senegal,female_age0,10000,210000
706,Somalia,female_age0,12000,140000
740,Suriname,female_age0,1000,21000
728,South Sudan,female_age0,2000,16000
678,Sao Tome and Principe,female_age0,1000,5800
222,El Salvador,female_age0,14000,250000
